"subID"	"mode"	"trial"	"choice"	"reaction_time"	"reward"	"condition"	"reward_prob_1"	"reward_prob_2"	"payoff_1"	"payoff_2"
"01"	"main"	151	0	0.691155500011519	0	0	0.92175542619492	0.15473994938277	0	0
"01"	"main"	152	1	0.649331399996299	0	0	1	0.164672178808671	1	0
"01"	"main"	153	1	0.960162899980787	0	0	0.930506169619434	0.26191500591662	1	0
"01"	"main"	154	0	1.25702660001116	1	0	0.905506746872117	0.334798524486805	1	0
"01"	"main"	155	1	0.507265399966855	0	0	0.950615577177758	0.320136614146252	1	0
"01"	"main"	156	1	1.0233440999873	0	0	0.896741143190184	0.339566573481006	1	0
"01"	"main"	157	0	0.825951999984682	1	0	0.853040085573585	0.356676149018156	1	0
"01"	"main"	158	1	0.494064500031527	0	0	0.913921060894133	0.34536544295981	1	0
"01"	"main"	159	0	1.08803310000803	1	0	0.964206878257592	0.372186971547234	1	1
"01"	"main"	160	0	1.87418729998171	0	0	0.910165798806356	0.368600121200789	0	0
"01"	"main"	161	1	1.44944449997274	0	0	0.948042451680344	0.414897360782146	1	0
"01"	"main"	162	0	0.693405600031838	1	1	1	0.365569905181243	1	0
"01"	"main"	163	1	1.40402269997867	1	0	1	0.366436766884944	1	1
"01"	"main"	164	1	2.62526040000375	1	1	1	0.324464777928894	1	1
"01"	"main"	165	0	0.771980400022585	1	0	1	0.320116306620486	1	0
"01"	"main"	166	1	0.421185199986212	1	0	1	0.38969753607428	1	1
"01"	"main"	167	0	0.684015500009991	1	0	0.5	0.5	1	1
"01"	"main"	168	1	0.707363200024702	0	0	0.50351658969195	0.524536755874787	0	0
"01"	"main"	169	1	0.584862600022461	0	0	0.67385711399424	0.517666871825377	1	0
"01"	"main"	170	0	0.544197499984875	0	0	0.628463278214603	0.559855969252727	0	0
"01"	"main"	171	1	0.504773300024681	0	0	0.684814796729482	0.554699720379085	0	0
"01"	"main"	172	1	0.357929699996021	1	0	0.527911762897882	0.648399136382813	0	1
"01"	"main"	173	0	0.378071599989198	1	1	0.665497670476772	0.567180720941672	1	0
"01"	"main"	174	0	0.805082899983972	0	0	0.663773888550375	0.541324753942782	0	0
"01"	"main"	175	0	4.89432930003386	1	0	0.640010967603257	0.510985021725165	1	0
"01"	"main"	176	1	0.485278300009668	1	0	0.509400184169286	0.561823077201915	1	1
"01"	"main"	177	0	3.28777979995357	1	0	0.599474691753887	0.605336780056135	1	1
"01"	"main"	178	1	0.596714399987832	1	0	0.535581308647342	0.57808575644893	1	1
"01"	"main"	179	0	0.839300199993886	1	0	0.640498270868215	0.551108355150418	1	0
"01"	"main"	180	1	0.889551000029314	0	0	0.610573840156063	0.4987428744541	1	0
"01"	"main"	181	1	0.773316799954046	1	1	0.754775722092426	0.426050138987263	1	1
"01"	"main"	182	1	0.509126599994488	1	0	0.808613709814397	0.450898107723797	1	1
"01"	"main"	183	0	0.795252300042193	1	0	0.793473204329693	0.423510411823786	1	1
